<<<<<<< HEAD
,file_name,id,n_vertices,n_triangles,n_quads,bounding_box,barycenter,classification,volume,surface_area
20,data/benchmark/db/9/m902/m902.off,902,594,372.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5004638  0.31591147 0.23058505],table,0.03355848512869442,2.0882755536695132
21,data/benchmark/db/9/m980/m980.off,980,26811,16007.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.21497917 0.75920326 0.21958038],plant,0.0005866605885724279,0.28382035981713616
22,data/benchmark/db/9/m929/m929.off,929,1332,752.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5000021  0.24483761 0.5000026 ],table,0.002062831573692763,1.9541073077251656
23,data/benchmark/db/9/m939/m939.off,939,1194,604.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5000805 0.2248685 0.4999831],table,0.005534311611529803,1.1346713858439736
24,data/benchmark/db/9/m940/m940.off,940,1248,652.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.50011957 0.32117626 0.49992114],table,0.017896120761327558,2.698850378523628
25,data/benchmark/db/9/m983/m983.off,983,210,74.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5527881  0.56392944 0.57467556],plant,0.16910494324466924,1.0574073927101166
26,data/benchmark/db/9/m920/m920.off,920,1278,736.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5037169 0.4950752 0.5861512],table,0.04412078474124096,2.6806564801672037
27,data/benchmark/db/9/m981/m981.off,981,2781,2200.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.21263686 0.7544071  0.12400199],plant,0.0007509547301025215,0.4084883724267814
28,data/benchmark/db/9/m974/m974.off,974,1137,388.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.31638756 0.29920974 0.11270124],plant,0.0011100406547048846,0.11595214633783515
29,data/benchmark/db/9/m990/m990.off,990,1473,644.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4878536  0.25872126 0.4979156 ],plant,0.11206945598477008,1.4105533641354768
30,data/benchmark/db/9/m945/m945.off,945,24348,15659.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.39613196 0.38240713 0.2637069 ],bed,0.1307035188258467,4.052980409958519
31,data/benchmark/db/9/m947/m947.off,947,1323,584.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.3735007  0.25099194 0.49999398],bed,0.05834518306513774,1.7408758042270105
32,data/benchmark/db/9/m946/m946.off,946,1347,644.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.2595961  0.30950925 0.49990603],bed,0.04993909504701276,1.9147897471281996
33,data/benchmark/db/9/m930/m930.off,930,1503,978.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.3310253  0.5657535  0.33147442],table,0.03096235768266568,1.929860870924168
34,data/benchmark/db/9/m914/m914.off,914,1728,956.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49787596 0.20539695 0.19935073],table,0.00823532523869916,1.14928811731483
35,data/benchmark/db/9/m986/m986.off,986,19968,13512.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.36729807 0.3069312  0.7730145 ],plant,0.07314992863136861,0.4078928598207275
36,data/benchmark/db/9/m998/m998.off,998,954,478.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.30876    0.28042573 0.29560736],plant,0.006373661717410002,0.2651926651052037
37,data/benchmark/db/9/m925/m925.off,925,648,408.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5058314  0.3567062  0.49665642],table,5.845925025096363e-05,2.145513106887603
38,data/benchmark/db/9/m950/m950.off,950,1311,724.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.3972077  0.44493777 0.4999719 ],bed,0.0658353224712501,3.6755472505201388
39,data/benchmark/db/9/m942/m942.off,942,600,300.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49999985 0.22880949 0.5       ],table,0.016862550866390814,1.8230814986426211
40,data/benchmark/db/9/m944/m944.off,944,411,164.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.25289777 0.26283875 0.499692  ],bed,0.06491800652022442,1.9433265132314943
41,data/benchmark/db/9/m928/m928.off,928,1389,752.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5000054  0.36357182 0.49520573],table,0.006285723792079701,2.451057717242709
42,data/benchmark/db/9/m927/m927.off,927,603,366.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.50098515 0.30702436 0.49990234],table,0.02990629246255834,2.108484553695166
43,data/benchmark/db/9/m931/m931.off,931,162,88.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4181034  0.6575245  0.39886373],table,0.04475375566458184,2.0175522594481183
44,data/benchmark/db/9/m992/m992.off,992,1473,644.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.48567832 0.23978156 0.49645457],plant,0.038254227327257126,0.5704782848170938
45,data/benchmark/db/9/m921/m921.off,921,5763,3680.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.50000036 0.31516343 0.49999988],table,0.13428948399359883,0.9323602894676827
46,data/benchmark/db/9/m922/m922.off,922,162,88.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49999997 0.35925916 0.47675204],table,0.05689100249061765,2.117468934922548
47,data/benchmark/db/9/m994/m994.off,994,1185,454.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.48807615 0.43872282 0.46038884],plant,0.03390514873239435,0.8644620250233247
48,data/benchmark/db/9/m977/m977.off,977,4644,3044.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.327132   0.6500994  0.33140364],plant,4.734843098275198e-05,0.3290120010969008
49,data/benchmark/db/9/m978/m978.off,978,10233,3966.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.26120853 0.65052044 0.23261307],plant,0.025008108814785615,1.0424785188752976
50,data/benchmark/db/9/m918/m918.off,918,234,124.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5083499  0.27790815 0.24941865],table,0.01593266890770713,1.337282023799772
51,data/benchmark/db/9/m926/m926.off,926,654,408.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.50621575 0.500451   0.49823153],table,8.82358695342535e-05,2.2552710902014814
52,data/benchmark/db/9/m941/m941.off,941,1224,824.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5000018  0.25846955 0.4999938 ],table,0.017918249993186707,2.1596708350465192
53,data/benchmark/db/9/m984/m984.off,984,2547,982.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.32172802 0.8055778  0.18986808],plant,0.16747998893276617,0.4788816342527938
54,data/benchmark/db/9/m908/m908.off,908,864,348.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4999923  0.15359628 0.26233125],table,0.006966754463303072,1.168616038101269
55,data/benchmark/db/9/m912/m912.off,912,108,60.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5000001  0.26777777 0.26249993],table,0.02205169269373089,1.1707231422190043
56,data/benchmark/db/15/m1582/m1582.off,1582,24717,16328.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.11005    0.13982312 0.52468354],train,0.025840829497806448,1.1971416985427115
57,data/benchmark/db/15/m1536/m1536.off,1536,4509,3653.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.3106339  0.4720335  0.26027095],car,0.08848117258750182,1.3577288046389362
58,data/benchmark/db/15/m1532/m1532.off,1532,396,134.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.24143554 0.12531726 0.49379268],car,0.0959214528823831,1.2498121056285025
59,data/benchmark/db/15/m1524/m1524.off,1524,4551,3014.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.2258426  0.13216174 0.4916678 ],car,0.05753919354446457,1.208013859676813
60,data/benchmark/db/15/m1559/m1559.off,1559,46818,30000.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.2148394  0.25584036 0.5149347 ],car,0.012881932331986779,2.953165618426172
61,data/benchmark/db/15/m1548/m1548.off,1548,24834,14914.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.486697   0.13654949 0.23848265],car,0.05861161483171303,2.2022486901129557
62,data/benchmark/db/15/m1549/m1549.off,1549,1143,1416.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.18974012 0.09745955 0.53251994],car,0.0024666745010709064,1.3157474807965885
63,data/benchmark/db/15/m1551/m1551.off,1551,55584,35465.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.45153913 0.13102864 0.23095645],car,0.029712841397884736,2.334770629174328
64,data/benchmark/db/15/m1577/m1577.off,1577,14838,9918.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.11635993 0.12575941 0.5050907 ],train,0.028553675977073787,1.8331727562855284
65,data/benchmark/db/15/m1501/m1501.off,1501,71604,47613.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.27844664 0.21208271 0.5245728 ],car,0.06311147011517224,3.5563095724197384
66,data/benchmark/db/15/m1557/m1557.off,1557,25467,16656.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4698064  0.16650946 0.21881332],car,0.05551183598902326,1.692871015124346
67,data/benchmark/db/15/m1530/m1530.off,1530,3804,2286.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.48624903 0.15810232 0.21216047],car,0.060580547409275244,1.422932651664217
68,data/benchmark/db/15/m1554/m1554.off,1554,4674,3762.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.39756882 0.12905456 0.51773477],car,0.0015080158654364587,1.1649741084675151
69,data/benchmark/db/15/m1555/m1555.off,1555,49821,30255.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.581332   0.16245095 0.17810364],car,0.0432098227825083,1.4925641161477892
70,data/benchmark/db/15/m1520/m1520.off,1520,1134,904.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.27676454 0.47189853 0.12296128],car,3.848932031029875e-06,1.9850028542010865
71,data/benchmark/db/15/m1537/m1537.off,1537,1143,1416.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.1892521  0.09621462 0.4675793 ],car,0.0011130603772200845,1.3109663606402866
72,data/benchmark/db/15/m1544/m1544.off,1544,180978,116378.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.24860384 0.0983557  0.44480276],car,0.018182775307318134,3.0875206825511774
73,data/benchmark/db/15/m1516/m1516.off,1516,36837,24863.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.22476831 0.5133176  0.1093033 ],car,0.06272960143346284,1.9896988327349683
74,data/benchmark/db/15/m1581/m1581.off,1581,33897,22000.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.09881943 0.10340358 0.5309922 ],train,0.02171477960895747,1.0085034347041515
75,data/benchmark/db/15/m1578/m1578.off,1578,999,574.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.11520188 0.10573728 0.5392683 ],train,0.030319054345528187,1.1034633274915777
76,data/benchmark/db/15/m1556/m1556.off,1556,105393,119540.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.49339375 0.1644275  0.19523326],car,0.03445423970015013,4.037308737329318
77,data/benchmark/db/15/m1599/m1599.off,1599,750,496.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.2370783  0.4084829  0.23707855],chess_piece,0.030842707122182754,0.8358311231704296
78,data/benchmark/db/15/m1580/m1580.off,1580,4200,2568.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.46483442 0.2137037  0.19116676],train,0.04420671416316915,4.38324487914194
79,data/benchmark/db/15/m1552/m1552.off,1552,15741,10474.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.52926004 0.13334018 0.22147314],car,0.046734957654547576,1.2689115254555465
80,data/benchmark/db/15/m1598/m1598.off,1598,3546,2360.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.23414347 0.45156386 0.23414326],chess_piece,0.006660543342763235,0.8572285394618057
81,data/benchmark/db/15/m1543/m1543.off,1543,1158,548.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4405134  0.14792973 0.24118061],car,0.049322454298358576,1.3020418131470062
82,data/benchmark/db/15/m1545/m1545.off,1545,24834,14914.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.486697   0.13654949 0.23848265],car,0.05861161483171303,2.2022486901129557
83,data/benchmark/db/15/m1540/m1540.off,1540,25476,16860.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5679531  0.11015204 0.22273351],car,0.043128582209966196,1.6165711068576791
84,data/benchmark/db/15/m1522/m1522.off,1522,8028,4713.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.21737728 0.13100603 0.43412414],car,0.056230774539737516,1.200392495900599
85,data/benchmark/db/15/m1534/m1534.off,1534,44772,36397.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.23393922 0.14731736 0.5708436 ],car,0.07867876131098996,1.6450056726026068
86,data/benchmark/db/15/m1558/m1558.off,1558,20829,11791.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.1836423  0.1503081  0.46437272],car,0.011648765363301257,1.5661636432702437
87,data/benchmark/db/15/m1583/m1583.off,1583,927,573.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.17848893 0.24023995 0.55889696],train,0.045614476855546635,1.5473771134844194
88,data/benchmark/db/15/m1541/m1541.off,1541,218922,146629.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.24752963 0.10440195 0.55887306],car,0.007916969151925864,2.8355529813873663
89,data/benchmark/db/15/m1550/m1550.off,1550,28107,17526.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.2395828  0.12613589 0.5538347 ],car,0.030537093067047036,1.3459417555245976
90,data/benchmark/db/15/m1500/m1500.off,1500,4932,3260.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.22634894 0.14555348 0.58231354],car,0.04829064033596671,1.5514615048957054
91,data/benchmark/db/15/m1546/m1546.off,1546,27204,15012.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.4916185  0.2995218  0.15471055],car,0.04564722122529086,3.940497350169592
92,data/benchmark/db/15/m1528/m1528.off,1528,55968,37254.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.19951689 0.13346653 0.5046981 ],car,0.04318176094464239,2.528723701571945
93,data/benchmark/db/15/m1553/m1553.off,1553,3717,1915.0,0,[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0.5213139  0.15013643 0.24851853],car,0.059767475249012686,0.8092332651713554
