,x_data,y_data,classification,name,file_name
67,-2.9674222,-41.199833,winged_vehicle,m1294,data/benchmark/db/12/m1294/m1294.off
68,-3.143736,-37.38347,winged_vehicle,m1226,data/benchmark/db/12/m1226/m1226.off
69,-14.4391775,-33.287174,winged_vehicle,m1238,data/benchmark/db/12/m1238/m1238.off
70,13.064962,-42.925247,winged_vehicle,m1280,data/benchmark/db/12/m1280/m1280.off
71,-2.8920462,-34.880394,winged_vehicle,m1214,data/benchmark/db/12/m1214/m1214.off
72,-3.2753115,-30.903446,winged_vehicle,m1260,data/benchmark/db/12/m1260/m1260.off
73,-11.964301,-29.232182,winged_vehicle,m1204,data/benchmark/db/12/m1204/m1204.off
74,-13.523313,-31.736383,winged_vehicle,m1236,data/benchmark/db/12/m1236/m1236.off
75,-1.8221986,-36.743973,winged_vehicle,m1213,data/benchmark/db/12/m1213/m1213.off
76,-14.079852,-28.620111,winged_vehicle,m1239,data/benchmark/db/12/m1239/m1239.off
77,-11.492135,-19.641045,winged_vehicle,m1298,data/benchmark/db/12/m1298/m1298.off
78,-14.817438,-48.47146,winged_vehicle,m1277,data/benchmark/db/12/m1277/m1277.off
79,12.38113,-42.65581,winged_vehicle,m1273,data/benchmark/db/12/m1273/m1273.off
80,-10.177945,-26.148785,winged_vehicle,m1247,data/benchmark/db/12/m1247/m1247.off
81,-19.838087,-22.097536,winged_vehicle,m1264,data/benchmark/db/12/m1264/m1264.off
82,-17.95558,-30.615591,winged_vehicle,m1252,data/benchmark/db/12/m1252/m1252.off
83,13.241769,-41.850845,winged_vehicle,m1285,data/benchmark/db/12/m1285/m1285.off
84,-8.005364,-24.357214,winged_vehicle,m1219,data/benchmark/db/12/m1219/m1219.off
85,0.10838927,-24.297863,winged_vehicle,m1286,data/benchmark/db/12/m1286/m1286.off
86,-17.386078,-14.804646,winged_vehicle,m1250,data/benchmark/db/12/m1250/m1250.off
87,-5.6442103,-28.347015,winged_vehicle,m1259,data/benchmark/db/12/m1259/m1259.off
88,-14.169895,-30.654562,winged_vehicle,m1261,data/benchmark/db/12/m1261/m1261.off
89,-7.9237356,-24.971699,winged_vehicle,m1299,data/benchmark/db/12/m1299/m1299.off
90,-20.815145,-13.939963,winged_vehicle,m1289,data/benchmark/db/12/m1289/m1289.off
91,-14.768745,-29.21131,winged_vehicle,m1241,data/benchmark/db/12/m1241/m1241.off
92,10.975467,-42.66359,winged_vehicle,m1284,data/benchmark/db/12/m1284/m1284.off
93,-24.250158,-25.06775,winged_vehicle,m1206,data/benchmark/db/12/m1206/m1206.off
94,-21.025944,-14.44728,winged_vehicle,m1245,data/benchmark/db/12/m1245/m1245.off
95,8.447443,-25.246838,winged_vehicle,m1203,data/benchmark/db/12/m1203/m1203.off
96,-19.878603,-27.091877,winged_vehicle,m1254,data/benchmark/db/12/m1254/m1254.off
97,-1.6873128,-32.711708,winged_vehicle,m1210,data/benchmark/db/12/m1210/m1210.off
98,-3.0789847,-33.764442,winged_vehicle,m1216,data/benchmark/db/12/m1216/m1216.off
99,-11.060012,-27.563711,winged_vehicle,m1249,data/benchmark/db/12/m1249/m1249.off
100,15.513506,6.00311,car,m1514,data/benchmark/db/15/m1514/m1514.off
101,4.348086,-40.540203,car,m1503,data/benchmark/db/15/m1503/m1503.off
102,19.062397,6.5915456,car,m1586,data/benchmark/db/15/m1586/m1586.off
103,19.30222,34.466385,car,m1584,data/benchmark/db/15/m1584/m1584.off
104,15.814432,1.8395991,car,m1576,data/benchmark/db/15/m1576/m1576.off
105,-29.23459,-33.982414,handheld,m1591,data/benchmark/db/15/m1591/m1591.off
106,16.524744,10.226962,car,m1528,data/benchmark/db/15/m1528/m1528.off
107,-28.955797,-33.97721,handheld,m1592,data/benchmark/db/15/m1592/m1592.off
108,26.637045,22.704832,car,m1517,data/benchmark/db/15/m1517/m1517.off
109,22.42454,22.057507,car,m1523,data/benchmark/db/15/m1523/m1523.off
110,23.90883,23.10797,car,m1554,data/benchmark/db/15/m1554/m1554.off
111,24.36213,24.148954,car,m1529,data/benchmark/db/15/m1529/m1529.off
112,-11.659702,0.04268138,handheld,m1594,data/benchmark/db/15/m1594/m1594.off
113,27.536264,23.366238,car,m1516,data/benchmark/db/15/m1516/m1516.off
114,14.418621,-19.40103,car,m1505,data/benchmark/db/15/m1505/m1505.off
115,21.233006,22.131714,car,m1521,data/benchmark/db/15/m1521/m1521.off
116,13.645481,-19.324871,car,m1507,data/benchmark/db/15/m1507/m1507.off
117,6.465518,26.496756,train,m1583,data/benchmark/db/15/m1583/m1583.off
118,21.24553,25.15585,car,m1557,data/benchmark/db/15/m1557/m1557.off
119,25.443302,22.649725,car,m1522,data/benchmark/db/15/m1522/m1522.off
120,3.5955458,37.591427,car,m1562,data/benchmark/db/15/m1562/m1562.off
121,17.85224,17.23214,car,m1520,data/benchmark/db/15/m1520/m1520.off
122,23.259956,24.015442,car,m1553,data/benchmark/db/15/m1553/m1553.off
123,26.649021,18.305758,car,m1588,data/benchmark/db/15/m1588/m1588.off
124,24.411026,21.73026,car,m1530,data/benchmark/db/15/m1530/m1530.off
125,24.196823,27.34613,car,m1536,data/benchmark/db/15/m1536/m1536.off
126,28.983173,17.856209,train,m1582,data/benchmark/db/15/m1582/m1582.off
127,4.1723094,13.8320875,car,m1561,data/benchmark/db/15/m1561/m1561.off
128,5.097612,34.24588,car,m1567,data/benchmark/db/15/m1567/m1567.off
129,17.801727,7.7508607,car,m1556,data/benchmark/db/15/m1556/m1556.off
130,10.926197,25.332193,car,m1501,data/benchmark/db/15/m1501/m1501.off
131,14.15483,6.3390765,car,m1515,data/benchmark/db/15/m1515/m1515.off
132,22.966984,9.817598,chess_piece,m1598,data/benchmark/db/15/m1598/m1598.off
133,-27.739105,-34.621582,handheld,m1589,data/benchmark/db/15/m1589/m1589.off
134,26.330908,23.054104,car,m1550,data/benchmark/db/15/m1550/m1550.off
135,22.129442,22.76941,car,m1526,data/benchmark/db/15/m1526/m1526.off
136,20.589808,5.907237,train,m1578,data/benchmark/db/15/m1578/m1578.off
137,4.8497496,16.665888,car,m1565,data/benchmark/db/15/m1565/m1565.off
138,-0.0078030853,-6.7938104,car,m1511,data/benchmark/db/15/m1511/m1511.off
139,14.892139,6.9898763,car,m1541,data/benchmark/db/15/m1541/m1541.off
140,31.347942,14.672742,train,m1579,data/benchmark/db/15/m1579/m1579.off
141,-32.15937,-8.048695,handheld,m1593,data/benchmark/db/15/m1593/m1593.off
142,7.1732507,-15.115599,car,m1566,data/benchmark/db/15/m1566/m1566.off
143,18.16795,18.175703,car,m1547,data/benchmark/db/15/m1547/m1547.off
144,24.836977,23.174107,car,m1531,data/benchmark/db/15/m1531/m1531.off
145,9.740094,10.423103,car,m1510,data/benchmark/db/15/m1510/m1510.off
146,5.8823633,-27.28878,car,m1513,data/benchmark/db/15/m1513/m1513.off
147,24.606335,24.6742,car,m1534,data/benchmark/db/15/m1534/m1534.off
148,23.273584,26.644741,car,m1532,data/benchmark/db/15/m1532/m1532.off
149,20.144468,22.63676,car,m1542,data/benchmark/db/15/m1542/m1542.off
150,19.62065,24.108677,car,m1585,data/benchmark/db/15/m1585/m1585.off
151,-32.212696,-7.8765354,handheld,m1590,data/benchmark/db/15/m1590/m1590.off
152,4.827721,16.650644,car,m1569,data/benchmark/db/15/m1569/m1569.off
153,22.551659,22.76583,car,m1540,data/benchmark/db/15/m1540/m1540.off
154,13.66916,4.4386954,car,m1506,data/benchmark/db/15/m1506/m1506.off
155,9.244313,10.902543,car,m1546,data/benchmark/db/15/m1546/m1546.off
156,26.859152,22.35142,car,m1518,data/benchmark/db/15/m1518/m1518.off
157,-0.6293118,32.698875,car,m1560,data/benchmark/db/15/m1560/m1560.off
158,20.852768,-14.639743,car,m1512,data/benchmark/db/15/m1512/m1512.off
159,21.55463,20.797646,car,m1527,data/benchmark/db/15/m1527/m1527.off
160,17.677227,1.3436959,train,m1580,data/benchmark/db/15/m1580/m1580.off
161,0.23779105,-37.59463,handheld,m1596,data/benchmark/db/15/m1596/m1596.off
162,18.178007,7.426066,car,m1558,data/benchmark/db/15/m1558/m1558.off
163,21.422817,23.163506,car,m1552,data/benchmark/db/15/m1552/m1552.off
164,3.6884878,-37.273964,car,m1573,data/benchmark/db/15/m1573/m1573.off
165,22.200247,15.242661,car,m1549,data/benchmark/db/15/m1549/m1549.off
166,29.72498,17.24864,train,m1577,data/benchmark/db/15/m1577/m1577.off
167,27.063097,-27.506247,car,m1572,data/benchmark/db/15/m1572/m1572.off
168,4.0482507,16.118,car,m1568,data/benchmark/db/15/m1568/m1568.off
169,14.658124,6.1603518,car,m1502,data/benchmark/db/15/m1502/m1502.off
170,23.729858,25.203592,car,m1587,data/benchmark/db/15/m1587/m1587.off
171,22.875244,9.78173,chess_piece,m1599,data/benchmark/db/15/m1599/m1599.off
172,-12.119749,-0.13102898,handheld,m1595,data/benchmark/db/15/m1595/m1595.off
173,28.612406,19.264505,train,m1581,data/benchmark/db/15/m1581/m1581.off
174,-8.764003,10.341185,car,m1559,data/benchmark/db/15/m1559/m1559.off
175,22.460976,23.403927,car,m1543,data/benchmark/db/15/m1543/m1543.off
176,15.42148,12.133995,car,m1548,data/benchmark/db/15/m1548/m1548.off
177,22.625107,22.264156,car,m1538,data/benchmark/db/15/m1538/m1538.off
178,26.14633,24.614166,car,m1525,data/benchmark/db/15/m1525/m1525.off
179,15.968434,28.71088,car,m1575,data/benchmark/db/15/m1575/m1575.off
180,15.251284,13.770273,car,m1551,data/benchmark/db/15/m1551/m1551.off
181,15.484879,12.185097,car,m1545,data/benchmark/db/15/m1545/m1545.off
182,-1.878287,-5.951972,car,m1509,data/benchmark/db/15/m1509/m1509.off
183,23.492481,20.602486,car,m1500,data/benchmark/db/15/m1500/m1500.off
184,14.45812,11.616582,car,m1544,data/benchmark/db/15/m1544/m1544.off
185,22.157373,15.185164,car,m1537,data/benchmark/db/15/m1537/m1537.off
186,15.805464,5.167473,car,m1508,data/benchmark/db/15/m1508/m1508.off
187,-24.43849,1.5594455,car,m1574,data/benchmark/db/15/m1574/m1574.off
188,-0.95320576,31.568699,car,m1563,data/benchmark/db/15/m1563/m1563.off
189,20.517166,21.470848,car,m1539,data/benchmark/db/15/m1539/m1539.off
190,23.77349,4.367181,car,m1570,data/benchmark/db/15/m1570/m1570.off
191,17.571651,1.3758235,car,m1571,data/benchmark/db/15/m1571/m1571.off
192,23.40149,21.880617,car,m1519,data/benchmark/db/15/m1519/m1519.off
193,16.780401,12.7799425,car,m1555,data/benchmark/db/15/m1555/m1555.off
194,15.534879,-14.214804,car,m1504,data/benchmark/db/15/m1504/m1504.off
195,24.20975,22.70817,car,m1533,data/benchmark/db/15/m1533/m1533.off
196,-0.9456502,31.734034,car,m1564,data/benchmark/db/15/m1564/m1564.off
197,22.234705,24.47116,car,m1524,data/benchmark/db/15/m1524/m1524.off
198,15.744492,11.516941,car,m1535,data/benchmark/db/15/m1535/m1535.off
199,-13.110307,6.424866,handheld,m1597,data/benchmark/db/15/m1597/m1597.off
200,-32.46339,-7.023803,building,m422,data/benchmark/db/4/m422/m422.off
201,-27.766514,-12.874199,building,m433,data/benchmark/db/4/m433/m433.off
202,14.859373,-1.9632465,building,m424,data/benchmark/db/4/m424/m424.off
203,-11.024324,18.157549,building,m440,data/benchmark/db/4/m440/m440.off
204,5.889921,19.578733,building,m417,data/benchmark/db/4/m417/m417.off
205,-27.018892,10.662137,building,m402,data/benchmark/db/4/m402/m402.off
206,-11.71757,-36.183937,building,m428,data/benchmark/db/4/m428/m428.off
207,-24.424936,7.1253552,building,m463,data/benchmark/db/4/m463/m463.off
208,-8.966114,24.015902,building,m445,data/benchmark/db/4/m445/m445.off
209,1.4854758,38.586773,liquid_container,m495,data/benchmark/db/4/m495/m495.off
210,34.37844,-13.128004,building,m465,data/benchmark/db/4/m465/m465.off
211,-15.146177,14.949474,building,m408,data/benchmark/db/4/m408/m408.off
212,6.681547,37.02756,building,m457,data/benchmark/db/4/m457/m457.off
213,-10.71759,53.61463,building,m418,data/benchmark/db/4/m418/m418.off
214,-18.351522,37.62121,building,m448,data/benchmark/db/4/m448/m448.off
215,-12.251304,23.54644,building,m469,data/benchmark/db/4/m469/m469.off
216,23.212479,19.546724,building,m423,data/benchmark/db/4/m423/m423.off
217,8.177155,18.291697,building,m454,data/benchmark/db/4/m454/m454.off
218,-16.11574,-7.979629,building,m444,data/benchmark/db/4/m444/m444.off
219,23.343134,9.585074,building,m472,data/benchmark/db/4/m472/m472.off
220,-7.1093717,-35.6252,building,m416,data/benchmark/db/4/m416/m416.off
221,30.23889,28.617981,liquid_container,m484,data/benchmark/db/4/m484/m484.off
222,-1.0102526,-20.52971,building,m412,data/benchmark/db/4/m412/m412.off
223,9.081151,38.870033,liquid_container,m493,data/benchmark/db/4/m493/m493.off
224,-29.617039,-3.8656297,building,m475,data/benchmark/db/4/m475/m475.off
225,12.158338,6.3367424,building,m409,data/benchmark/db/4/m409/m409.off
226,18.38365,4.190694,building,m468,data/benchmark/db/4/m468/m468.off
227,-18.314674,-16.253317,building,m401,data/benchmark/db/4/m401/m401.off
228,-26.316156,-10.717836,building,m432,data/benchmark/db/4/m432/m432.off
229,-23.033463,15.982605,building,m415,data/benchmark/db/4/m415/m415.off
230,-13.55301,-48.011505,building,m480,data/benchmark/db/4/m480/m480.off
231,-12.372057,20.041988,building,m430,data/benchmark/db/4/m430/m430.off
232,31.336102,28.275335,liquid_container,m492,data/benchmark/db/4/m492/m492.off
233,-2.9891655,48.659306,building,m438,data/benchmark/db/4/m438/m438.off
234,-19.822319,20.997978,building,m403,data/benchmark/db/4/m403/m403.off
235,-20.598194,41.112476,building,m460,data/benchmark/db/4/m460/m460.off
236,-27.731937,20.283953,building,m406,data/benchmark/db/4/m406/m406.off
237,-23.88871,30.896383,building,m474,data/benchmark/db/4/m474/m474.off
238,-12.11376,19.611235,building,m441,data/benchmark/db/4/m441/m441.off
239,25.654154,-11.332295,building,m450,data/benchmark/db/4/m450/m450.off
240,30.619787,30.348738,liquid_container,m488,data/benchmark/db/4/m488/m488.off
241,-21.58997,-33.21509,building,m442,data/benchmark/db/4/m442/m442.off
242,28.902372,20.48884,liquid_container,m487,data/benchmark/db/4/m487/m487.off
243,-19.300426,-4.8039546,building,m420,data/benchmark/db/4/m420/m420.off
244,11.568651,-5.0331917,building,m451,data/benchmark/db/4/m451/m451.off
245,-13.000445,25.453856,building,m410,data/benchmark/db/4/m410/m410.off
246,-35.48989,8.379015,building,m476,data/benchmark/db/4/m476/m476.off
247,-14.099226,-41.051537,building,m477,data/benchmark/db/4/m477/m477.off
248,2.7088108,14.1942005,building,m435,data/benchmark/db/4/m435/m435.off
249,-28.19822,7.137164,building,m466,data/benchmark/db/4/m466/m466.off
250,-27.8509,34.571278,building,m429,data/benchmark/db/4/m429/m429.off
251,-5.968189,46.49261,building,m434,data/benchmark/db/4/m434/m434.off
252,-10.636988,51.18759,liquid_container,m498,data/benchmark/db/4/m498/m498.off
253,-12.847997,11.593761,building,m437,data/benchmark/db/4/m437/m437.off
254,29.101704,-25.616175,building,m471,data/benchmark/db/4/m471/m471.off
255,-5.950203,-29.570868,building,m446,data/benchmark/db/4/m446/m446.off
256,30.31466,27.526377,liquid_container,m482,data/benchmark/db/4/m482/m482.off
257,-3.199665,50.52865,building,m407,data/benchmark/db/4/m407/m407.off
258,26.758776,29.41311,liquid_container,m489,data/benchmark/db/4/m489/m489.off
259,-3.3841648,-24.125858,building,m439,data/benchmark/db/4/m439/m439.off
260,17.233019,-18.941029,building,m467,data/benchmark/db/4/m467/m467.off
261,5.0146775,39.837215,building,m455,data/benchmark/db/4/m455/m455.off
262,-10.1757765,0.96489644,building,m421,data/benchmark/db/4/m421/m421.off
263,2.6641068,39.45879,liquid_container,m496,data/benchmark/db/4/m496/m496.off
264,-15.0264225,26.085392,building,m456,data/benchmark/db/4/m456/m456.off
265,-7.5597634,47.276802,building,m461,data/benchmark/db/4/m461/m461.off
266,1.3240514,-8.4354315,building,m479,data/benchmark/db/4/m479/m479.off
267,-26.677284,6.1857824,building,m404,data/benchmark/db/4/m404/m404.off
268,-1.8328696,49.507687,building,m459,data/benchmark/db/4/m459/m459.off
269,30.277569,26.250914,liquid_container,m483,data/benchmark/db/4/m483/m483.off
270,-4.7211957,-17.510355,building,m478,data/benchmark/db/4/m478/m478.off
271,-25.143175,-38.054245,building,m481,data/benchmark/db/4/m481/m481.off
272,6.6625795,37.01581,building,m443,data/benchmark/db/4/m443/m443.off
273,13.335101,12.693211,building,m436,data/benchmark/db/4/m436/m436.off
274,16.264885,20.69124,liquid_container,m497,data/benchmark/db/4/m497/m497.off
275,-20.675846,41.025303,building,m452,data/benchmark/db/4/m452/m452.off
276,-2.1790075,26.789803,building,m473,data/benchmark/db/4/m473/m473.off
277,-15.662351,-26.12087,building,m470,data/benchmark/db/4/m470/m470.off
278,-20.429346,34.959038,building,m427,data/benchmark/db/4/m427/m427.off
279,5.078666,33.908047,building,m419,data/benchmark/db/4/m419/m419.off
280,24.316969,-1.2543515,liquid_container,m494,data/benchmark/db/4/m494/m494.off
281,0.7159524,46.114372,building,m462,data/benchmark/db/4/m462/m462.off
282,-17.855984,-9.228194,building,m425,data/benchmark/db/4/m425/m425.off
283,3.4761593,36.374153,building,m449,data/benchmark/db/4/m449/m449.off
284,-21.531887,38.729233,building,m405,data/benchmark/db/4/m405/m405.off
285,23.208506,-9.841672,building,m464,data/benchmark/db/4/m464/m464.off
286,6.68817,30.901371,liquid_container,m499,data/benchmark/db/4/m499/m499.off
287,30.391554,26.907593,liquid_container,m485,data/benchmark/db/4/m485/m485.off
288,-21.817598,38.624268,building,m400,data/benchmark/db/4/m400/m400.off
289,16.095377,25.704018,liquid_container,m491,data/benchmark/db/4/m491/m491.off
290,-23.690832,27.14227,building,m453,data/benchmark/db/4/m453/m453.off
291,30.010746,29.665981,liquid_container,m490,data/benchmark/db/4/m490/m490.off
292,11.267435,11.55211,building,m458,data/benchmark/db/4/m458/m458.off
293,-4.913707,5.268365,building,m426,data/benchmark/db/4/m426/m426.off
294,-26.635399,4.96401,building,m411,data/benchmark/db/4/m411/m411.off
295,30.015368,20.495672,liquid_container,m486,data/benchmark/db/4/m486/m486.off
296,4.4545803,-21.477047,building,m431,data/benchmark/db/4/m431/m431.off
297,11.810197,20.853931,building,m447,data/benchmark/db/4/m447/m447.off
298,-0.69222736,55.576042,head,m341,data/benchmark/db/3/m341/m341.off
299,-16.399866,2.2694516,head,m313,data/benchmark/db/3/m313/m313.off
300,-3.3418894,53.340897,head,m353,data/benchmark/db/3/m353/m353.off
301,5.5996733,39.82849,hand,m335,data/benchmark/db/3/m335/m335.off
302,-0.10903919,56.50527,head,m357,data/benchmark/db/3/m357/m357.off
303,-2.2021105,9.508955,head,m315,data/benchmark/db/3/m315/m315.off
304,-7.3928227,55.113148,head,m380,data/benchmark/db/3/m380/m380.off
305,0.22218306,55.338562,head,m369,data/benchmark/db/3/m369/m369.off
306,0.23419845,10.354474,head,m309,data/benchmark/db/3/m309/m309.off
307,-6.960516,39.871597,head,m319,data/benchmark/db/3/m319/m319.off
308,-1.5647893,21.13657,hand,m329,data/benchmark/db/3/m329/m329.off
309,-27.567146,34.355633,building,m399,data/benchmark/db/3/m399/m399.off
310,-3.3028202,50.847584,head,m371,data/benchmark/db/3/m371/m371.off
311,-12.9309,42.910263,building,m393,data/benchmark/db/3/m393/m393.off
312,2.8827257,48.51265,head,m344,data/benchmark/db/3/m344/m344.off
313,-27.657253,-12.441066,building,m384,data/benchmark/db/3/m384/m384.off
314,4.1549134,50.94268,head,m347,data/benchmark/db/3/m347/m347.off
315,-14.942859,37.037476,head,m345,data/benchmark/db/3/m345/m345.off
316,-1.1178511,54.73303,head,m365,data/benchmark/db/3/m365/m365.off
317,-2.0512516,20.202097,hand,m328,data/benchmark/db/3/m328/m328.off
318,-5.7563443,50.296894,head,m343,data/benchmark/db/3/m343/m343.off
319,-4.767961,47.698505,head,m378,data/benchmark/db/3/m378/m378.off
320,9.835525,13.042674,hand,m325,data/benchmark/db/3/m325/m325.off
321,22.36724,25.577656,torso,m372,data/benchmark/db/3/m372/m372.off
322,-7.8770657,55.24679,head,m376,data/benchmark/db/3/m376/m376.off
323,28.750874,-12.072963,hand,m324,data/benchmark/db/3/m324/m324.off
324,-27.534199,34.93176,building,m388,data/benchmark/db/3/m388/m388.off
325,-2.8060427,52.994934,head,m317,data/benchmark/db/3/m317/m317.off
326,-0.4528527,10.21605,head,m312,data/benchmark/db/3/m312/m312.off
327,8.173059,23.575937,head,m305,data/benchmark/db/3/m305/m305.off
328,7.6140723,36.964447,head,m307,data/benchmark/db/3/m307/m307.off
329,-14.49266,22.246847,head,m314,data/benchmark/db/3/m314/m314.off
330,22.556166,25.825916,torso,m375,data/benchmark/db/3/m375/m375.off
331,5.831087,24.514984,head,m322,data/benchmark/db/3/m322/m322.off
332,-14.618529,33.829216,head,m361,data/benchmark/db/3/m361/m361.off
333,1.3727484,50.143074,head,m358,data/benchmark/db/3/m358/m358.off
334,5.902582,49.295376,head,m364,data/benchmark/db/3/m364/m364.off
335,8.080448,22.173277,hand,m331,data/benchmark/db/3/m331/m331.off
336,-5.9194903,50.467987,head,m363,data/benchmark/db/3/m363/m363.off
337,1.8955163,50.840206,head,m348,data/benchmark/db/3/m348/m348.off
338,25.67753,-26.627085,hand,m337,data/benchmark/db/3/m337/m337.off
