,file_name,id,n_vertices,n_triangles,n_quads,bounding_box,classification,volume,surface_area,bounding_box_ratio,compactness,bounding_box_volume,diameter,eccentricity,angle_three_vertices,barycenter_vertice,two_vertices,square_area_triangle,cube_volume_tetrahedron
10,data\benchmark\db\0\m18\m18.off,18,12750,8324.0,0,"[0.025    0.025    0.025    0.975    0.025    0.025    0.975    0.025
 0.786683 0.025    0.025    0.786683 0.025    0.423912 0.025    0.975
 0.423912 0.025    0.975    0.423912 0.786683 0.025    0.423912 0.786683]",arthropod,0.0016331121859530808,0.4422394833445295,2.3000056743621826,2.140250130659009,0.32514727115631104,0.977002739906311,11.347586256820238,[241. 225. 183. 146. 105.  90.  65.  64.  14.   1.],"[4.020e+02 3.510e+02 2.330e+02 2.140e+02 2.290e+02 2.370e+02 1.710e+02
 5.140e+02 1.048e+03 1.000e+00]","[1.565e+03 1.760e+02 1.450e+02 8.700e+01 5.900e+01 3.400e+01 5.100e+01
 2.000e+00 5.000e+00 1.000e+00]",[590. 249. 140.  65.  39.  22.  14.   9.   5.   1.],[ 51. 126. 189. 167. 153.  97.  49.  12.   5.   1.]
11,data\benchmark\db\0\m19\m19.off,19,10017,5490.0,0,"[0.025    0.025    0.025    0.975    0.025    0.025    0.975    0.025
 0.635714 0.025    0.025    0.635714 0.025    0.346508 0.025    0.975
 0.346508 0.025    0.975    0.346508 0.635714 0.025    0.346508 0.635714]",arthropod,0.003967268509382335,0.7387228787538345,2.8137879371643066,6.40027819344197,0.21477298438549042,0.9679557681083679,9.645696715731344,[155. 199. 140. 111.  94.  66.  69.  42.  14.   1.],[106. 257. 300. 209. 952. 416.   8. 130. 292.   1.],"[1.584e+03 1.900e+01 5.500e+01 5.000e+00 4.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 1.000e+00]",[510. 182. 103.  50.  24.  12.   4.   4.   1.   1.],[ 32.  94. 136. 135. 114.  89.  44.  17.   6.   1.]
12,data\benchmark\db\0\m2\m2.off,2,10485,6667.0,0,"[0.025    0.025    0.025    0.61683  0.025    0.025    0.61683  0.025
 0.975    0.025    0.025    0.975    0.025    0.515443 0.025    0.61683
 0.515443 0.025    0.61683  0.515443 0.975    0.025    0.515443 0.975   ]",,0.009275991891157942,0.6403094398662398,1.8915766477584839,2.7257720465551962,0.3099921941757202,1.1059515476226807,7.861079296247472,[193. 201. 147.  92.  99.  76.  67.  34.  22.   1.],[151. 327. 670. 522. 308. 333. 265. 145.  74.   1.],"[1.437e+03 2.500e+02 5.100e+01 4.000e+00 3.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00]",[640. 164.  62.  34.  16.   7.   1.   3.   4.   1.],[ 60. 107. 129. 139. 105.  88.  34.  24.  12.   1.]
13,data\benchmark\db\0\m20\m20.off,20,4872,3042.0,0,"[0.025    0.025    0.025    0.975    0.025    0.025    0.975    0.025
 0.928792 0.025    0.025    0.928792 0.025    0.418756 0.025    0.975
 0.418756 0.025    0.975    0.418756 0.928792 0.025    0.418756 0.928792]",arthropod,0.013994609934714464,0.8736622034217493,2.328324794769287,5.637028670164122,0.379213809967041,1.091628909111023,2.823464370495592,[88. 73. 61. 50. 51. 39. 28. 28. 15.  1.],[335. 474.  58. 177.  32.  33. 126.  19.  44.   1.],[552. 136.  55.  19.  20.   6.  19.   4.   0.   1.],[288.  68.  31.  17.  16.   6.   3.   3.   1.   1.],[39. 80. 70. 50. 35. 22. 15.  8.  5.  1.]
14,data\benchmark\db\0\m21\m21.off,21,1038,556.0,0,"[0.025    0.025    0.025    0.975    0.025    0.025    0.975    0.025
 0.828255 0.025    0.025    0.828255 0.025    0.524133 0.025    0.975
 0.524133 0.025    0.975    0.524133 0.828255 0.025    0.524133 0.828255]",arthropod,0.01716576533617766,0.979927114964957,1.8602148294448853,7.182071745061212,0.42326292395591736,1.177809715270996,2.944821845518734,[17. 18. 17. 12. 11.  6.  8.  1.  2.  1.],[37. 86. 20. 36. 41. 25. 24.  3.  3.  1.],[90. 25. 25. 19.  3.  5.  2.  2.  1.  1.],[64.  8.  5.  5.  6.  3.  1.  0.  0.  1.],[ 4. 14.  9. 10. 13.  8.  5.  3.  3.  1.]
15,data\benchmark\db\0\m22\m22.off,22,999,620.0,0,"[0.025    0.025    0.025    0.975    0.025    0.025    0.975    0.025
 0.684062 0.025    0.025    0.684062 0.025    0.42875  0.025    0.975
 0.42875  0.025    0.975    0.42875  0.684062 0.025    0.42875  0.684062]",arthropod,0.027960301146766158,0.9567828423871904,2.274052381515503,5.238044862274271,0.28595930337905884,0.9881430864334106,6.798146184943238,[23. 12. 13. 12.  9.  9.  4.  2.  4.  1.],[165.  27.  12.   8.  13.   9.  12.  14.   5.   1.],[129.   8.  12.   8.   2.   1.   1.   2.   2.   1.],[71. 13.  3.  0.  0.  1.  0.  0.  0.  1.],[15. 19. 12. 12.  4.  1.  3.  0.  0.  1.]
16,data\benchmark\db\0\m23\m23.off,23,1386,878.0,0,"[0.025    0.025    0.025    0.475631 0.025    0.025    0.475631 0.025
 0.975    0.025    0.025    0.975    0.025    0.425936 0.025    0.475631
 0.425936 0.025    0.475631 0.425936 0.975    0.025    0.425936 0.975   ]",arthropod,0.01206371096908068,0.5161578610966084,2.289076328277588,1.2520082088885789,0.19752365350723267,0.9936777353286743,6.896383274604871,[21. 21. 20. 19. 10. 14.  8.  9.  1.  1.],[23. 72. 83. 81. 56.  8. 18. 12. 15.  1.],[124.  53.  29.  16.   3.   2.   0.   2.   1.   1.],[69. 28. 15.  4.  5.  0.  1.  1.  0.  1.],[ 3. 13. 26. 11. 12.  9.  8.  8.  2.  1.]
17,data\benchmark\db\0\m24\m24.off,24,489,284.0,0,"[0.025   0.025   0.025   0.975   0.025   0.025   0.975   0.025   0.85625
 0.025   0.025   0.85625 0.025   0.42875 0.025   0.975   0.42875 0.025
 0.975   0.42875 0.85625 0.025   0.42875 0.85625]",arthropod,0.030999151475759712,1.0721324968688333,2.274052381515503,6.999555743450425,0.3579392731189728,0.9881430864334106,7.018155967911608,[ 8. 12.  6.  5.  6.  1.  3.  1.  1.  1.],[38. 11.  3. 28.  6.  0. 12. 20. 11.  1.],[37.  9. 18.  8.  2.  1.  1.  3.  1.  1.],[26.  9.  2.  3.  1.  1.  1.  0.  0.  1.],[2. 6. 5. 2. 7. 6. 3. 0. 1. 1.]
18,data\benchmark\db\0\m25\m25.off,25,3747,2494.0,0,"[0.025    0.025    0.025    0.817473 0.025    0.025    0.817473 0.025
 0.975    0.025    0.025    0.975    0.025    0.502402 0.025    0.817473
 0.502402 0.025    0.817473 0.502402 0.975    0.025    0.502402 0.975   ]",arthropod,0.007338916100378882,0.37317197550990855,1.9406770467758179,0.6066121483449292,0.4004325866699219,1.1412203311920166,3.767254794273666,[59. 66. 54. 53. 31. 30. 29.  8.  3.  1.],[431. 161. 119. 132.  49.  60.   2.  43.   1.   1.],[531.  14.  25.  28.  17.   1.   3.   3.   1.   1.],[221.  43.  21.  17.  12.   7.   8.   3.   1.   1.],[46. 71. 54. 35. 14. 14.  8.  4.  3.  1.]
19,data\benchmark\db\0\m26\m26.off,26,15798,10274.0,0,"[0.025    0.025    0.025    0.845772 0.025    0.025    0.845772 0.025
 0.975    0.025    0.025    0.975    0.025    0.424813 0.025    0.845772
 0.424813 0.025    0.845772 0.424813 0.975    0.025    0.424813 0.975   ]",arthropod,0.01221141132267289,0.7178595426068467,2.2951276302337646,3.347614988340905,0.35031259059906006,1.02093505859375,6.051697875622875,[211. 284. 288. 190. 165. 129.  80.  39.  18.   1.],[ 46. 364. 934. 959. 782. 289. 270. 427. 140.   1.],"[2.587e+03 1.000e+01 1.000e+01 4.000e+00 1.700e+01 1.000e+00 1.000e+00
 2.000e+00 0.000e+00 1.000e+00]",[685. 261. 226. 134.  47.  28.  22.   1.   0.   1.],[ 63. 191. 191. 222. 189. 124.  54.  16.   3.   1.]
20,data\benchmark\db\0\m27\m27.off,27,1023,1024.0,0,"[0.025    0.025    0.025    0.925179 0.025    0.025    0.925179 0.025
 0.975    0.025    0.025    0.975    0.025    0.906447 0.025    0.925179
 0.906447 0.025    0.925179 0.906447 0.975    0.025    0.906447 0.975   ]",,0.002028545781481158,3.9557705198755335,1.0756282806396484,1374.3611240837724,0.8176600933074951,1.2836822271347046,2.552332267376643,[12. 19. 17. 12. 10.  9.  5.  6.  0.  1.],[12. 53. 85. 59. 18.  4. 15.  7. 18.  1.],[77. 46. 18. 10.  8.  7.  2.  1.  0.  1.],[45. 17. 12.  7.  6.  1.  1.  1.  0.  1.],[ 7. 17. 16. 11.  6.  4.  2.  3.  2.  1.]
21,data\benchmark\db\0\m28\m28.off,28,18228,11660.0,0,"[0.025    0.025    0.025    0.468681 0.025    0.025    0.468681 0.025
 0.975    0.025    0.025    0.975    0.025    0.578224 0.025    0.468681
 0.578224 0.025    0.468681 0.578224 0.975    0.025    0.578224 0.975   ]",,0.012857340100063466,1.1576899485644747,2.0803062915802,13.68362682979645,0.26422756910324097,1.0405808687210083,7.237572611889893,[263. 342. 248. 265. 187. 143. 101.  45.  26.   1.],"[3.930e+02 8.000e+02 7.340e+02 1.186e+03 5.680e+02 2.130e+02 2.390e+02
 5.480e+02 1.780e+02 1.000e+00]","[2.847e+03 9.300e+01 7.200e+01 1.900e+01 1.000e+00 2.000e+00 1.000e+00
 2.000e+00 0.000e+00 1.000e+00]",[707. 315. 201. 162.  98.  84.  39.  12.   2.   1.],[ 94. 226. 268. 222. 195. 139.  48.  18.   5.   1.]
22,data\benchmark\db\0\m29\m29.off,29,8916,5878.0,0,"[0.025    0.025    0.025    0.346738 0.025    0.025    0.346738 0.025
 0.975    0.025    0.025    0.975    0.025    0.914682 0.025    0.346738
 0.914682 0.025    0.346738 0.914682 0.975    0.025    0.914682 0.975   ]",,0.02677415681606979,0.7914366219659037,2.8119213581085205,3.029636510329459,0.3092261254787445,1.2699768543243408,8.999208348268455,[157. 147. 123. 104. 121.  59.  45.  25.  11.   1.],"[9.900e+01 1.234e+03 4.410e+02 4.660e+02 1.050e+02 1.400e+01 0.000e+00
 0.000e+00 1.700e+01 1.000e+00]","[1.436e+03 2.900e+01 7.000e+00 4.000e+00 4.000e+00 4.000e+00 0.000e+00
 1.000e+00 0.000e+00 1.000e+00]",[377. 122.  76.  52.  44.  52.  40.  19.  10.   1.],[ 52.  97. 117. 112.  86.  60.  37.  23.  10.   1.]
23,data\benchmark\db\0\m3\m3.off,3,1458,912.0,0,"[0.025    0.025    0.025    0.931406 0.025    0.025    0.931406 0.025
 0.975    0.025    0.025    0.975    0.025    0.556332 0.025    0.931406
 0.556332 0.025    0.931406 0.556332 0.975    0.025    0.556332 0.975   ]",,0.010936554243576209,0.7251078321713094,1.752550721168518,3.645587552691457,0.5052167177200317,1.0104163885116577,5.2505145446789445,[24. 31. 28. 15. 14.  7.  5.  3.  2.  1.],[19. 56. 55. 53. 46. 57. 51. 25. 25.  1.],[220.  17.   2.   1.   0.   0.   2.   0.   0.   1.],[82. 20. 14.  8.  2.  3.  0.  0.  0.  1.],[ 9. 15. 21. 24. 12.  7.  7.  2.  0.  1.]
24,data\benchmark\db\0\m30\m30.off,30,1170,800.0,0,"[0.025    0.025    0.025    0.35945  0.025    0.025    0.35945  0.025
 0.975    0.025    0.025    0.975    0.025    0.524749 0.025    0.35945
 0.524749 0.025    0.35945  0.524749 0.975    0.025    0.524749 0.975   ]",,0.013933265314518562,0.6366462895104492,2.712477445602417,2.18609073355964,0.18390551209449768,1.016302227973938,11.38609936064322,[24. 18. 10. 12. 12.  5.  6. 11.  5.  1.],[ 13.  92. 143.  28.  26.   0.   1.   4.   4.   1.],[144.  35.   6.   3.   2.   2.   1.   1.   0.   1.],[42. 26. 14.  8.  4.  2.  3.  4.  0.  1.],[14. 14. 19. 14. 11.  4.  1.  0.  0.  1.]
25,data\benchmark\db\0\m31\m31.off,31,5406,3548.0,0,"[0.025    0.025    0.025    0.500847 0.025    0.025    0.500847 0.025
 0.514588 0.025    0.025    0.514588 0.025    0.975    0.025    0.500847
 0.975    0.025    0.500847 0.975    0.514588 0.025    0.975    0.514588]",,0.061625139919794986,1.0953672020185168,1.9467023611068726,5.294198731707067,0.2512866258621216,1.0046824216842651,14.003844726267578,[105.  84.  62.  55.  68.  47.  31.  22.   6.   1.],[ 46.  67. 121. 144. 174. 389. 350. 129.  20.   1.],[842.  50.   5.   1.   1.   0.   0.   0.   1.   1.],[191.  98.  61.  51.  40.  30.   7.   2.   0.   1.],[19. 39. 65. 71. 68. 56. 31.  9.  2.  1.]
26,data\benchmark\db\0\m32\m32.off,32,3387,2246.0,0,"[0.025    0.025    0.025    0.382772 0.025    0.025    0.382772 0.025
 0.975    0.025    0.025    0.975    0.025    0.658333 0.025    0.382772
 0.658333 0.025    0.382772 0.658333 0.975    0.025    0.658333 0.975   ]",,0.031105517442876027,0.7621666372382555,2.547208309173584,2.5103315684557503,0.2456916719675064,1.0986932516098022,10.520093572634492,[46. 55. 58. 49. 38. 25. 12. 14.  4.  1.],[ 73. 104. 233. 285. 147.  26.  11.  11.  12.   1.],[466.  52.  32.   8.   1.   1.   1.   1.   1.   1.],[129.  61.  37.  27.  23.  13.   5.   4.   2.   1.],[12. 35. 51. 38. 36. 29. 18.  5.  1.  1.]
27,data\benchmark\db\0\m33\m33.off,33,9432,6164.0,0,"[0.025    0.025    0.025    0.541498 0.025    0.025    0.541498 0.025
 0.975    0.025    0.025    0.975    0.025    0.692456 0.025    0.541498
 0.692456 0.025    0.541498 0.692456 0.975    0.025    0.692456 0.975   ]",,0.039150607477095145,1.406053700301088,1.800560712814331,14.04871073582122,0.3655894696712494,0.9869794845581055,4.562233912449656,[113. 180. 171. 144. 107.  62.  44.   9.   8.   1.],"[6.900e+01 1.840e+02 4.060e+02 1.031e+03 4.310e+02 2.660e+02 1.210e+02
 0.000e+00 6.000e+00 1.000e+00]","[1.456e+03 5.200e+01 1.600e+01 1.900e+01 2.000e+00 0.000e+00 1.600e+01
 0.000e+00 1.000e+01 1.000e+00]",[425. 169. 127.  71.  28.   9.   6.   2.   1.   1.],[ 37.  68. 115. 150. 125.  91.  34.   7.   1.   1.]
28,data\benchmark\db\0\m34\m34.off,34,699,462.0,0,"[0.025    0.025    0.025    0.975    0.025    0.025    0.975    0.025
 0.544293 0.025    0.025    0.544293 0.025    0.257154 0.025    0.975
 0.257154 0.025    0.975    0.257154 0.544293 0.025    0.257154 0.544293]",,0.0030123005693538964,0.3815686630600563,3.7915027141571045,1.0122060974827007,0.13646793365478516,0.9501240253448486,8.213522875404097,[19. 12.  8.  8.  7.  3.  2.  1.  2.  1.],[22. 48. 34. 19. 23. 10. 12. 14.  3.  1.],[67. 15. 12. 12.  6.  0.  0.  0.  3.  1.],[50.  4.  4.  1.  2.  1.  0.  0.  0.  1.],[ 5.  6. 11. 10.  9.  2.  2.  0.  1.  1.]
29,data\benchmark\db\0\m35\m35.off,35,2097,1394.0,0,"[0.025    0.025    0.025    0.792373 0.025    0.025    0.792373 0.025
 0.975    0.025    0.025    0.975    0.025    0.63608  0.025    0.792373
 0.63608  0.025    0.792373 0.63608  0.975    0.025    0.63608  0.975   ]",,0.06508672264101886,1.4949739783779072,1.5328260660171509,13.096483442927278,0.49141234159469604,0.9511032700538635,2.2587174005357724,[23. 27. 32. 26. 33. 23. 10.  6.  6.  1.],[  6.  38.  68.  87. 124. 116.  67.  39.  13.   1.],[137. 148.  34.  13.   6.   3.   1.   3.   3.   1.],[90. 40. 19. 14. 10.  7.  4.  2.  0.  1.],[ 4. 23. 27. 30. 28. 13.  8.  6.  0.  1.]
30,data\benchmark\db\0\m36\m36.off,36,3867,2531.0,0,"[0.025    0.025    0.025    0.944541 0.025    0.025    0.944541 0.025
 0.975    0.025    0.025    0.975    0.025    0.808922 0.025    0.944541
 0.808922 0.025    0.944541 0.808922 0.975    0.025    0.808922 0.975   ]",,0.029839074729344283,1.160905622322594,1.2053078413009644,9.057285705786123,0.7449584603309631,0.9865145683288574,9.706847899081321,[73. 52. 26. 69. 63. 39. 12.  6.  3.  1.],[ 11.  34. 620. 329.  33.   0.   0.   2.   1.   1.],[585.  49.   4.   1.   1.   1.   1.   0.   1.   1.],[203.  49.  73.  16.   2.   0.   0.   0.   0.   1.],[37. 54. 58. 39. 40. 19.  7.  3.  0.  1.]
31,data\benchmark\db\0\m37\m37.off,37,1701,1130.0,0,"[0.025    0.025    0.025    0.975    0.025    0.025    0.975    0.025
 0.746203 0.025    0.025    0.746203 0.025    0.437258 0.025    0.975
 0.437258 0.025    0.975    0.437258 0.746203 0.025    0.437258 0.746203]",,0.00837287613863448,0.7266777402635816,2.229804754257202,4.193611916371116,0.3181261718273163,0.9500000476837158,4.145759824193762,[30. 26. 25. 23. 15. 11.  8.  9.  4.  1.],[ 14.  42. 100. 117.  58.  34.  20.  35.  32.   1.],[247.  27.   5.   0.   3.   0.   0.   0.   0.   1.],[105.  13.  19.   5.   5.   1.   1.   2.   0.   1.],[18. 27. 25. 19.  6. 11.  3.  3.  1.  1.]
32,data\benchmark\db\0\m38\m38.off,38,1392,930.0,0,"[0.025    0.025    0.025    0.975    0.025    0.025    0.975    0.025
 0.292609 0.025    0.025    0.292609 0.025    0.260681 0.025    0.975
 0.260681 0.025    0.975    0.260681 0.292609 0.025    0.260681 0.292609]",,0.001765168973597243,0.2657977531880561,3.740203619003296,0.44695188563949356,0.07437066733837128,0.9500000476837158,18.887272658468998,[25. 24.  9. 18. 14.  9.  8. 10.  6.  1.],[122. 155.  40.  14.   8.   8.   1.  11.  11.   1.],[195.  23.   7.   3.   1.   1.   0.   1.   0.   1.],[91. 12.  4.  6.  1.  5.  0.  3.  1.  1.],[18. 29. 21. 10.  8.  2.  2.  2.  0.  1.]
33,data\benchmark\db\0\m39\m39.off,39,1947,1156.0,0,"[0.025    0.025    0.025    0.883574 0.025    0.025    0.883574 0.025
 0.259557 0.025    0.025    0.259557 0.025    0.975    0.025    0.883574
 0.975    0.025    0.883574 0.975    0.259557 0.025    0.975    0.259557]",,0.010029046527904005,0.6566653575713586,3.7564003467559814,2.8274992206507696,0.22360439598560333,0.9504916667938232,26.0636538509405,[42. 33. 25.  8. 20. 15. 11. 12.  7.  1.],[ 57.  97.  71.  95. 125.  13.   9.  18.  33.   1.],[309.   6.   3.   3.   2.   0.   0.   0.   0.   1.],[137.  17.   5.   7.   1.   1.   4.   0.   1.   1.],[12. 34. 31. 30. 10.  5.  3.  3.  1.  1.]
34,data\benchmark\db\0\m4\m4.off,4,13038,8216.0,0,"[0.025    0.025    0.025    0.556745 0.025    0.025    0.556745 0.025
 0.332245 0.025    0.025    0.332245 0.025    0.975    0.025    0.556745
 0.975    0.025    0.556745 0.975    0.332245 0.025    0.975    0.332245]",,0.001896953017106779,0.4124945479717199,2.9345815181732178,1.611485310225568,0.18035133183002472,1.0120937824249268,14.521534369033798,[239. 245. 183. 126. 115.  89.  74.  64.  23.   1.],"[2.230e+02 3.910e+02 1.029e+03 4.100e+02 5.970e+02 3.870e+02 2.350e+02
 1.070e+02 9.600e+01 1.000e+00]","[1.717e+03 3.290e+02 5.500e+01 4.200e+01 1.600e+01 6.000e+00 5.000e+00
 2.000e+00 0.000e+00 1.000e+00]",[663. 272. 117.  61.  18.  16.   5.   4.   2.   1.],[ 78. 204. 204. 166. 114.  67.  22.  12.   2.   1.]
35,data\benchmark\db\0\m40\m40.off,40,8052,5390.0,0,"[0.025    0.025    0.025    0.975    0.025    0.025    0.975    0.025
 0.347879 0.025    0.025    0.347879 0.025    0.284845 0.025    0.975
 0.284845 0.025    0.975    0.284845 0.347879 0.025    0.284845 0.347879]",,0.0013517909772064783,0.3097152721832387,3.4229142665863037,0.8080404311323829,0.0966143012046814,0.9500000476837158,7.767255125846413,[160. 140. 101. 100.  73.  59.  38.  31.  13.   1.],[200. 622. 609. 150. 153. 162. 136.  68.  46.   1.],"[1.222e+03 7.900e+01 1.700e+01 7.000e+00 4.000e+00 1.000e+00 3.000e+00
 6.000e+00 2.000e+00 1.000e+00]",[523. 106.  28.  23.  17.   8.   4.   5.   1.   1.],[ 55. 130. 119.  94.  55.  43.  26.  13.   1.   1.]
