,file_name,id,n_vertices,n_triangles,n_quads,bounding_box,classification,volume,surface_area,bounding_box_ratio,compactness,bounding_box_volume,diameter,eccentricity,angle_three_vertices,barycenter_vertice,two_vertices,square_area_triangle,cube_volume_tetrahedron
10,data/benchmark/db/9/m900/m900.off,900,1584.0,2721.0,0,"[-0.5013621  -0.25851706 -0.19013351  0.4990431  -0.25851706 -0.19013351
  0.4990431  -0.25851706  0.18588395 -0.5013621  -0.25851706  0.18588395
 -0.5013621   0.36906806 -0.19013351  0.4990431   0.36906806 -0.19013351
  0.4990431   0.36906806  0.18588395 -0.5013621   0.36906806  0.18588395]",table,0.01,0.9468084880080587,2.6605286598205566,8487.629781579444,0.23607856035232544,1.1964847413843926,8.845098786795475,[70. 90. 65. 71. 66. 28. 20. 11.  1.  1.],[107.  28. 313.   6.  92. 126. 378. 165.  51.   1.],[140. 124. 367.   1. 111.   5.  39.   2.   2.   1.],[175.  70.  31.  45.  22.  48.  21.   6.   4.   1.],[36. 30. 26. 42. 49. 47. 43. 29. 14.  1.]
11,data/benchmark/db/9/m987/m987.off,987,3154.0,5000.0,0,"[-0.84162605 -0.2364784  -0.18298425  0.15620232 -0.2364784  -0.18298425
  0.15620232 -0.2364784   0.26612583 -0.84162605 -0.2364784   0.26612583
 -0.84162605  0.3025659  -0.18298425  0.15620232  0.3025659  -0.18298425
  0.15620232  0.3025659   0.26612583 -0.84162605  0.3025659   0.26612583]",plant,0.01,0.4547747362711948,2.221790075302124,940.5653858341694,0.24156449735164642,1.0023506197102157,4.021245438227693,[172. 160. 123. 121. 113.  64.  39.  30.  18.   1.],"[3.440e+02 1.287e+03 5.650e+02 9.000e+01 1.080e+02 4.300e+01 3.800e+01
 3.100e+01 1.600e+01 1.000e+00]",[941. 267. 161.  99.  51.  27.  19.  10.   1.   1.],[565. 128.  55.  43.  17.  15.  10.   4.   4.   1.],[ 75. 176. 145. 112.  61.  29.  20.   8.   4.   1.]
12,data/benchmark/db/9/m982/m982.off,982,2532.0,5000.0,0,"[-0.6314884  -0.19109705 -0.17367828  0.36962366 -0.19109705 -0.17367828
  0.36962366 -0.19109705  0.1840405  -0.6314884  -0.19109705  0.1840405
 -0.6314884   0.14324927 -0.17367828  0.36962366  0.14324927 -0.17367828
  0.36962366  0.14324927  0.1840405  -0.6314884   0.14324927  0.1840405 ]",plant,0.01,0.33757352818124575,2.994236469268799,384.68490807555946,0.11973495036363602,1.0100857910081131,5.543042934921576,[172. 131.  87.  66.  58.  60.  54.  33.  13.   1.],[219. 480. 356. 270. 399. 259.  30.   0.  11.   1.],[637. 148. 164. 132.  70.  60.  35.  15.   4.   1.],[298. 180. 102.  47.  25.  15.   4.   3.   1.   1.],[21. 47. 85. 83. 98. 88. 47. 23. 14.  1.]
13,data/benchmark/db/9/m924/m924.off,924,2632.0,4670.0,0,"[-0.4955069  -0.5059057  -0.20187154  0.50454557 -0.5059057  -0.20187154
  0.50454557 -0.5059057   0.160928   -0.4955069  -0.5059057   0.160928
 -0.4955069   0.49407858 -0.20187154  0.50454557  0.49407858 -0.20187154
  0.50454557  0.49407858  0.160928   -0.4955069   0.49407858  0.160928  ]",table,0.11555507603250006,1.0942386373413449,2.7564878463745117,98.12012241719707,0.3628128468990326,1.0003858583522585,3.938566207549894,[ 97. 139. 145. 101.  90.  63.  41.  14.  11.   1.],[ 11. 269. 487. 636. 247.  15.  15.  22. 402.   1.],[956. 234.  89.  22.   4.   4.   2.   1.   3.   1.],[289. 163. 125.  49.  41.  17.  11.   4.   2.   1.],[ 31.  66.  92. 116.  88.  70.  40.  13.  10.   1.]
14,data/benchmark/db/9/m955/m955.off,955,2571.0,4999.0,0,"[-0.87180495 -0.98177433 -0.67373717  0.54062784 -0.98177433 -0.67373717
  0.54062784 -0.98177433  0.22532567 -0.87180495 -0.98177433  0.22532567
 -0.87180495  0.46928513 -0.67373717  0.54062784  0.46928513 -0.67373717
  0.54062784  0.46928513  0.22532567 -0.87180495  0.46928513  0.22532567]",,0.09902732575332135,8.852696260539282,1.613968849182129,70748.39451842314,1.8426510095596313,1.5241036423884147,3.0309585701972077,[158. 104. 119.  79.  78.  55.  48.  31.  13.   1.],[808.  57. 736.  64. 134. 113.  85.  43.  15.   1.],[792.  72. 146. 101.  50.  54.  39.  19.  11.   1.],[534.  90.  34.  12.   8.   7.   0.   0.   0.   1.],[141. 175.  89.  39.  30.  19.  12.   6.   3.   1.]
15,data/benchmark/db/9/m963/m963.off,963,3731.0,4999.0,0,"[-0.50351167 -0.5168543  -0.24946894  0.4807316  -0.5168543  -0.24946894
  0.4807316  -0.5168543   0.3614148  -0.50351167 -0.5168543   0.3614148
 -0.50351167  0.44637847 -0.24946894  0.4807316   0.44637847 -0.24946894
  0.4807316   0.44637847  0.3614148  -0.50351167  0.44637847  0.3614148 ]",,0.01,0.8068191104149136,1.6111794710159302,5252.0460972753,0.5791515707969666,1.0068168691020056,2.2437359132402475,[131. 224. 206. 159. 133.  69.  36.  28.   8.   1.],[123. 530. 614. 440. 473. 382. 245. 147.  29.   1.],"[1.124e+03 1.160e+02 1.630e+02 1.910e+02 1.380e+02 8.600e+01 3.200e+01
 1.000e+01 4.000e+00 1.000e+00]",[535. 204. 120.  69.  40.  11.   9.   5.   1.   1.],[ 48. 113. 177. 186. 115.  71.  25.   8.   3.   1.]
16,data/benchmark/db/9/m988/m988.off,988,2594.0,4999.0,0,"[-0.8385534  -0.11241719 -0.12372604  0.16261268 -0.11241719 -0.12372604
  0.16261268 -0.11241719  0.10569909 -0.8385534  -0.11241719  0.10569909
 -0.8385534   0.1039845  -0.12372604  0.16261268  0.1039845  -0.12372604
  0.16261268  0.1039845   0.10569909 -0.8385534   0.1039845   0.10569909]",plant,0.01,0.44868007033821605,4.626424312591553,903.2549242018717,0.049705881625413895,1.0025874952355933,2.60339365267138,[157. 110. 107. 105.  75.  45.  46.  34.  12.   1.],"[1.007e+03 7.580e+02 1.210e+02 1.200e+01 1.580e+02 0.000e+00 1.000e+01
 0.000e+00 8.000e+00 1.000e+00]",[949. 188.  61.  34.  52.   8.   1.   2.   1.   1.],[512.  91.  37.  24.  17.   7.   1.   1.   1.   1.],[ 45. 145. 138.  72.  67.  34.   9.   7.   1.   1.]
17,data/benchmark/db/9/m951/m951.off,951,2712.0,5000.0,0,"[-0.5435175  -0.28672373 -0.33937785  0.4150393  -0.28672373 -0.33937785
  0.4150393  -0.28672373  0.20310637 -0.5435175  -0.28672373  0.20310637
 -0.5435175   0.8619837  -0.33937785  0.4150393   0.8619837  -0.33937785
  0.4150393   0.8619837   0.20310637 -0.5435175   0.8619837   0.20310637]",bed,0.043877971977515216,2.861075607459745,2.117494583129883,12164.518165622292,0.5973300933837891,1.3961632359310885,6.82263298761802,[203. 131.  82.  60.  67.  50.  60.  38.  31.   1.],[479. 436. 383. 557. 101.  34.  16.  62. 100.   1.],[708. 187. 168.  42.  71.  69.  73.  28.   9.   1.],[548.  49.  20.  41.  21.  14.  14.   9.   7.   1.],[113. 213. 115.  60.  23.   8.   5.   2.   3.   1.]
18,data/benchmark/db/9/m949/m949.off,949,2511.0,4998.0,0,"[-0.36902982 -0.3083927  -0.4660888   0.62979335 -0.3083927  -0.4660888
  0.62979335 -0.3083927   0.6070088  -0.36902982 -0.3083927   0.6070088
 -0.36902982  0.32722178 -0.4660888   0.62979335  0.32722178 -0.4660888
  0.62979335  0.32722178  0.6070088  -0.36902982  0.32722178  0.6070088 ]",bed,0.11190512037872817,3.8110398350314965,1.6882836818695068,4420.084249326133,0.6812736988067627,1.4720254614962367,6.5065787073883135,[139. 118. 101.  89. 103.  60.  38.  10.  11.   1.],[195. 315. 393. 373.  64. 265. 333.  50.  19.   1.],[608. 165.  85.  57.  21.  90. 133.  82.  13.   1.],[306. 120.  80.  49.  55.  32.  15.  10.   2.   1.],[ 50. 107. 112.  82.  77.  47.  19.   7.   1.   1.]
19,data/benchmark/db/9/m916/m916.off,916,2510.0,5000.0,0,"[-0.39628762 -0.7500535  -0.9376645   1.0546832  -0.7500535  -0.9376645
  1.0546832  -0.7500535   0.7053389  -0.39628762 -0.7500535   0.7053389
 -0.39628762  0.7677682  -0.9376645   1.0546832   0.7677682  -0.9376645
  1.0546832   0.7677682   0.7053389  -0.39628762  0.7677682   0.7053389 ]",table,0.09006870252988972,3.027982412879676,1.132347583770752,3422.2539374694907,3.6184117794036865,1.6786695152043432,1.6879845110177571,[131.  87. 140.  88. 110.  51.  21.  24.  17.   1.],[234. 339. 445. 264. 147. 289. 125.  88.  76.   1.],[741.  85.  47.  38.  50. 165.  37.  62.  29.   1.],[329. 116.  90.  47.  37.  28.  14.   8.   0.   1.],[ 60. 110. 112.  68.  26.  24.  34.  31.  36.   1.]
20,data/benchmark/db/9/m904/m904.off,904,2653.0,4999.0,0,"[-0.5149349  -0.23556387 -0.22600006  0.48986554 -0.23556387 -0.22600006
  0.48986554 -0.23556387  0.22168785 -0.5149349  -0.23556387  0.22168785
 -0.5149349   0.2123811  -0.22600006  0.48986554  0.2123811  -0.22600006
  0.48986554  0.2123811   0.22168785 -0.5149349   0.2123811   0.22168785]",table,0.013186009180040585,1.580563362192845,2.2444214820861816,22709.57384180505,0.2015022337436676,1.1335276575695592,8.725571630880559,[100. 163. 115. 104.  90.  54.  48.  22.  11.   1.],[214. 269. 177. 198. 272. 289. 403. 183. 116.   1.],[624. 152.  93. 136. 103.  89.  62.  46.  20.   1.],[260. 100.  91.  69.  67.  42.  47.  23.   8.   1.],[29. 48. 72. 97. 91. 94. 57. 33.  9.  1.]
21,data/benchmark/db/9/m960/m960.off,960,2554.0,5000.0,0,"[-0.4259305  -0.24508104 -0.2572097   0.59904337 -0.24508104 -0.2572097
  0.59904337 -0.24508104  0.04912844 -0.4259305  -0.24508104  0.04912844
 -0.4259305   0.23871556 -0.2572097   0.59904337  0.23871556 -0.2572097
  0.59904337  0.23871556  0.04912844 -0.4259305   0.23871556  0.04912844]",,0.01867609966288923,4.207299159975467,3.345890522003174,213519.63344065472,0.15190660953521729,1.1297009225115136,6.633169102665808,[206. 111.  48.  98.  67.  47.  35.  33.  35.   1.],"[5.500e+01 7.700e+01 1.555e+03 1.550e+02 2.900e+01 4.900e+01 3.500e+01
 3.600e+01 5.100e+01 1.000e+00]",[821.  54. 133.  44. 143.  18.  33.  28.   2.   1.],[434.  61.  60.  83.  25.  13.   3.   1.   1.   1.],[180. 162.  82.  30.  34.  10.   7.   2.   3.   1.]
22,data/benchmark/db/9/m973/m973.off,973,5024.0,5000.0,0,"[-0.6313319  -0.37501937 -0.250189    0.33811027 -0.37501937 -0.250189
  0.33811027 -0.37501937  0.33332697 -0.6313319  -0.37501937  0.33332697
 -0.6313319   0.31737617 -0.250189    0.33811027  0.31737617 -0.250189
  0.33811027  0.31737617  0.33332697 -0.6313319   0.31737617  0.33332697]",,0.03150783934452965,0.5501571444645983,1.661380648612976,167.73474268126148,0.3916777968406677,1.0390728408862273,3.0662316993082728,[179. 262. 238. 264. 148. 118.  72.  45.  13.   1.],"[2.000e+02 1.292e+03 9.640e+02 7.680e+02 5.220e+02 1.450e+02 5.900e+01
 2.700e+01 4.100e+01 1.000e+00]","[1.722e+03 1.790e+02 1.830e+02 2.020e+02 1.280e+02 7.400e+01 1.800e+01
 3.000e+00 2.000e+00 1.000e+00]",[747. 285. 149.  82.  40.  17.  11.   6.   2.   1.],[ 73. 159. 209. 163. 177. 132.  65.  21.   5.   1.]
23,data/benchmark/db/9/m923/m923.off,923,2517.0,4998.0,0,"[-0.50286955 -0.49864173 -0.47863925  0.49724054 -0.49864173 -0.47863925
  0.49724054 -0.49864173  0.06071389 -0.50286955 -0.49864173  0.06071389
 -0.50286955  0.5014362  -0.47863925  0.49724054  0.5014362  -0.47863925
  0.49724054  0.5014362   0.06071389 -0.50286955  0.5014362   0.06071389]",table,0.024534720226465533,2.039766249475179,1.8542771339416504,14098.69724586384,0.5394545793533325,1.0003938493586606,6.998663723103844,[108. 143. 113. 106.  73.  63.  33.  26.   5.   1.],"[1.000e+00 1.600e+01 2.000e+01 1.870e+02 2.340e+02 1.650e+02 1.900e+01
 1.288e+03 8.200e+01 1.000e+00]",[658.  86.  45.  42.  74.  71. 143.  68.  70.   1.],[201. 150. 108.  66.  66.  30.  27.  14.   9.   1.],[ 63. 144. 145.  64.  24.  26.  24.  10.   3.   1.]
24,data/benchmark/db/9/m999/m999.off,999,3660.0,4999.0,0,"[-0.3758674  -0.371195   -0.39204141  0.5931338  -0.371195   -0.39204141
  0.5931338  -0.371195    0.29503256 -0.3758674  -0.371195    0.29503256
 -0.3758674   0.4276436  -0.39204141  0.5931338   0.4276436  -0.39204141
  0.5931338   0.4276436   0.29503256 -0.3758674   0.4276436   0.29503256]",,0.10530029772930057,0.9049470331354468,1.4103302955627441,66.83597430367492,0.5318471789360046,1.008677752864409,1.8948510011911086,[142. 179. 186. 183. 113.  72.  61.  31.   8.   1.],[547. 940. 532. 398. 371. 106.  28.   0.   5.   1.],[875. 263. 221. 169. 150.  94.  37.  16.   4.   1.],[639. 206.  73.  30.  13.   7.   5.   0.   2.   1.],[ 75. 179. 197. 153.  81.  34.  11.   1.   0.   1.]
25,data/benchmark/db/9/m975/m975.off,975,2515.0,4998.0,0,"[-0.6753011  -0.33845884 -0.09211304  0.32675385 -0.33845884 -0.09211304
  0.32675385 -0.33845884  0.08154865 -0.6753011  -0.33845884  0.08154865
 -0.6753011   0.3096927  -0.09211304  0.32675385  0.3096927  -0.09211304
  0.32675385  0.3096927   0.08154865 -0.6753011   0.3096927   0.08154865]",plant,0.01,0.656068494473186,5.770155906677246,2823.888521460183,0.11279038339853287,1.0040836904484263,2.4436506200957293,[159. 144.  98.  91.  59.  36.  50.  19.  14.   1.],[647. 635. 285. 271. 101.   9.  12.  13.  38.   1.],[726. 261. 134.  66.  32.  12.  16.   6.   3.   1.],[485. 100.  42.  21.  17.   3.   0.   1.   1.   1.],[ 37. 108. 124. 124.  54.  33.  13.   5.   4.   1.]
26,data/benchmark/db/9/m932/m932.off,932,2595.0,4999.0,0,"[-0.5571549  -0.47855973 -0.5594528   0.54810494 -0.47855973 -0.5594528
  0.54810494 -0.47855973  0.5047191  -0.5571549  -0.47855973  0.5047191
 -0.5571549   0.5619961  -0.5594528   0.54810494  0.5619961  -0.5594528
  0.54810494  0.5619961   0.5047191  -0.5571549   0.5619961   0.5047191 ]",table,0.03853687794750356,2.730443217341474,1.0621821880340576,13707.125620045577,1.22388756275177,1.1438495975873884,1.2100253863239292,[ 75. 170. 166. 104.  70.  44.  33.  20.   9.   1.],[228. 304. 297. 232. 160.  73. 147. 230. 404.   1.],[514. 138. 148. 103. 123. 129.  67.  39.  35.   1.],[409. 158.  69.  23.  18.  10.   1.   2.   1.   1.],[ 25.  97. 124. 116.  71.  51.  20.  12.   2.   1.]
27,data/benchmark/db/9/m995/m995.off,995,6000.0,3412.0,0,"[-0.44176057 -0.51291186 -0.3438936   0.5226679  -0.51291186 -0.3438936
  0.5226679  -0.51291186  0.3739019  -0.44176057 -0.51291186  0.3739019
 -0.44176057  0.46573538 -0.3438936   0.5226679   0.46573538 -0.3438936
  0.5226679   0.46573538  0.3739019  -0.44176057  0.46573538  0.3739019 ]",,0.026043096304211633,1.642857928933902,1.363406777381897,6537.546495193953,0.6774806380271912,1.0624542289636667,3.6983300546111946,[246. 357. 304. 255. 176.  91.  81.  61.  28.   1.],[387. 579. 373. 320. 827. 325. 909. 970. 109.   1.],"[2.257e+03 5.750e+02 4.600e+01 5.600e+01 4.200e+01 2.200e+01 1.000e+00
 0.000e+00 0.000e+00 1.000e+00]",[874. 351. 203.  97.  43.  18.  12.   1.   0.   1.],[ 45. 157. 225. 236. 223. 160.  84.  49.  20.   1.]
28,data/benchmark/db/9/m906/m906.off,906,2522.0,5000.0,0,"[-0.5966137  -0.48474425 -0.21408142  0.4212287  -0.48474425 -0.21408142
  0.4212287  -0.48474425  0.11697516 -0.5966137  -0.48474425  0.11697516
 -0.5966137   0.29806438 -0.21408142  0.4212287   0.29806438 -0.21408142
  0.4212287   0.29806438  0.11697516 -0.5966137   0.29806438  0.11697516]",table,0.01,1.2137863026765705,3.0745270252227783,17882.436715263586,0.2637779116630554,1.1076973897654696,9.725465692953142,[129. 127.  80.  69.  75.  68.  67.  42.  15.   1.],[392. 344.  61. 406. 536. 201.  34.  32.  10.   1.],[777.  74.  79.  81.  93.  61.  27.  55.  13.   1.],[336.  96.  71.  44.  51.  24.  29.  12.   9.   1.],[ 65. 115.  89.  63.  60.  54.  38.  15.   5.   1.]
29,data/benchmark/db/9/m905/m905.off,905,2550.0,4999.0,0,"[-0.74685854 -0.9852859  -0.77648854  0.67670166 -0.9852859  -0.77648854
  0.67670166 -0.9852859   0.3487403  -0.74685854 -0.9852859   0.3487403
 -0.74685854  0.55243784 -0.77648854  0.67670166  0.55243784 -0.77648854
  0.67670166  0.55243784  0.3487403  -0.74685854  0.55243784  0.3487403 ]",,0.013456894570492367,2.514912797934295,1.366587519645691,87837.32332249566,2.4631736278533936,1.6514824306804223,3.77997443471649,[150. 121. 123.  86.  87.  49.  25.  21.  17.   1.],[ 18. 131. 617. 304. 278. 350. 224.  93.  24.   1.],[686.  67.  60.  69.  55. 124. 110.  75.  28.   1.],[299.  96.  62.  42.  47.  34.  36.  41.  22.   1.],[50. 95. 97. 80. 51. 57. 49. 18. 12.  1.]
30,data/benchmark/db/9/m910/m910.off,910,1757.0,4999.0,0,"[-0.63754743 -0.72884715 -0.5355197   0.6219632  -0.72884715 -0.5355197
  0.6219632  -0.72884715  0.05727452 -0.63754743 -0.72884715  0.05727452
 -0.63754743  0.5035875  -0.5355197   0.6219632   0.5035875  -0.5355197
  0.6219632   0.5035875   0.05727452 -0.63754743  0.5035875   0.05727452]",table,0.06870049795260488,4.369906071572151,2.1247012615203857,17680.581183029262,0.9201735258102417,1.2614028463544789,4.680764861211324,[114.  87.  60.  44.  39.  38.  42.  23.  21.   1.],[397. 514. 207.  83.  74.  85.  20.  16.   8.   1.],[546.  50. 103.  68.  57.  29.  17.   7.   0.   1.],[274. 116.  48.  14.  11.   5.   0.   0.   0.   1.],[163. 135.  26.   5.   9.   5.   5.   1.   2.   1.]
